,simulation_file_name,timestamp,simulation_initial_debt_volume,price,collateral_volume,debt_volume,available_d_l,ucr,min_ucr
0,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971231305404.2,512672.5747157747,195.0562696969697,116700000.0,461405.31724419724,51267.25747157747,1.2,1.2
1,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971291772972.5,512672.5747157747,195.24552219321149,116700000.0,461405.31724419724,0.0,1.2954098009485513,1.2
2,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971346517635.0,512672.5747157747,195.06174406865222,116700000.0,461405.31724419724,0.0,1.2966302759570707,1.2
3,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971411940287.5,512672.5747157747,195.34640661029977,116700000.0,461405.31724419724,0.0,1.2947408013752963,1.2
4,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971474214337.2,512672.5747157747,195.41215600775195,116700000.0,461405.31724419724,0.0,1.2943051661042553,1.2
5,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971527558809.2,512672.5747157747,195.63398283534647,116700000.0,461405.31724419724,0.0,1.2928375703175983,1.2
6,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971590892851.0,512672.5747157747,195.28859822119102,116700000.0,461405.31724419724,0.0,1.2951240643037143,1.2
7,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971650908621.8,512672.5747157747,194.82502415458939,116700000.0,461405.31724419724,0.0,1.2982057317222002,1.2
8,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971704005628.0,512672.5747157747,194.58494565217387,116700000.0,461405.31724419724,0.0,1.2998074552617809,1.2
9,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971769485077.5,512672.5747157747,194.34592158447856,116700000.0,461405.31724419724,0.0,1.3014060752001073,1.2
10,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971829701042.0,512672.5747157747,194.16863176530097,116700000.0,461405.31724419724,0.0,1.302594351831874,1.2
11,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971885991557.2,512672.5747157747,193.90324394463664,116700000.0,461405.31724419724,0.0,1.304377162006731,1.2
12,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971947721422.0,512672.5747157747,193.94849000740194,116700000.0,461405.31724419724,0.0,1.304072865072326,1.2
13,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972002759159.5,512672.5747157747,193.95754675467552,116700000.0,461405.31724419724,0.0,1.3040119720647432,1.2
14,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972079710378.8,512672.5747157747,193.72074819401448,116700000.0,461405.31724419724,0.0,1.305605958052039,1.2
15,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972130950036.5,512672.5747157747,194.24253158406222,116700000.0,461405.31724419724,0.0,1.3020987781501743,1.2
16,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972189077866.0,512672.5747157747,194.28684554973827,116700000.0,461405.31724419724,0.0,1.3018017886118525,1.2
17,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972244237720.0,512672.5747157747,194.57489752348425,116700000.0,461405.31724419724,0.0,1.299874579195795,1.2
18,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972314510725.2,512672.5747157747,194.11829506314587,116700000.0,461405.31724419724,0.0,1.3029321268154002,1.2
19,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972367328362.8,512672.5747157747,194.15567333939953,116700000.0,461405.31724419724,0.0,1.3026812901741718,1.2
20,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972427878395.0,512672.5747157747,194.24291121330037,116700000.0,461405.31724419724,0.0,1.3020962333223396,1.2
21,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972495728457.8,512672.5747157747,194.28713715229972,116700000.0,461405.31724419724,0.0,1.3017998347576674,1.2
22,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972541161138.2,512672.5747157747,194.3330249244714,116700000.0,461405.31724419724,0.0,1.3014924413321098,1.2
23,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972601741206.2,512672.5747157747,194.22551762114546,116700000.0,461405.31724419724,0.0,1.3022128407130997,1.2
24,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972667172548.5,512672.5747157747,194.08101818181828,116700000.0,461405.31724419724,0.0,1.3031823792446393,1.2
25,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972738273484.5,512672.5747157747,194.09121157323696,116700000.0,461405.31724419724,0.0,1.3031139379794532,1.2
26,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972791526108.8,512672.5747157747,194.21821680080492,116700000.0,461405.31724419724,0.0,1.302261791950279,1.2
27,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972843000490.0,512672.5747157747,194.1531883259913,116700000.0,461405.31724419724,0.0,1.3026979635056821,1.2
28,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972924238655.0,512672.5747157747,194.29182576769034,116700000.0,461405.31724419724,0.0,1.30176841995822,1.2
29,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972969339658.5,512672.5747157747,194.41853901273893,116700000.0,461405.31724419724,0.0,1.3009199859475937,1.2
30,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583973027579442.2,512672.5747157747,194.57521379310353,116700000.0,461405.31724419724,0.0,1.299872466332444,1.2
