,simulation_file_name,timestamp,simulation_initial_debt_volume,usd_price,flare_price,debt_volume,usd_collateral_volume,flare_collateral_volume,flare_dl_x,flare_dl_y,usd_dl_x,usd_dl_y,total_liquidations,open_liquidation,ucr,min_ucr
0,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971231305404.2,19505626969.69697,0.005126725747157747,2.6283316886570155e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.2,1.2
1,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971291772972.5,19505626969.69697,0.005123246182049565,2.6247651441885446e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.200815097336726,1.2
2,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971346517635.0,19505626969.69697,0.005126624046696227,2.6282274116164002e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.2000238961822185,1.2
3,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971411940287.5,19505626969.69697,0.0051213923289400685,2.6228659386926178e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.201249771085415,1.2
4,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971474214337.2,19505626969.69697,0.005120185987832652,2.6216304549997828e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.2015327914644753,1.2
5,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971527558809.2,19505626969.69697,0.005116120606339418,2.6174690058610812e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.2024875557379917,1.2
6,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971590892851.0,19505626969.69697,0.00512245105583017,2.623950481937562e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.2010014923960701,1.2
7,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971650908621.8,19505626969.69697,0.005130976958074498,2.6326924544291428e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.1990058448998662,1.1990058448998662
8,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971704005628.0,19505626969.69697,0.005135406730552448,2.637240228820338e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.1979715893148042,1.1979715893148042
9,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971769485077.5,19505626969.69697,0.005139826288950968,2.6417814280591483e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.1969414950857196,1.1969414950857196
10,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971829701042.0,19505626969.69697,0.005143110509104985,2.6451585708866137e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.1961771678610995,1.1961771678610995
11,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971885991557.2,19505626969.69697,0.005148035909324264,2.65022737236921e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.1950327214375212,1.1950327214375212
12,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971947721422.0,19505626969.69697,0.0051471951641283275,2.649361805762604e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.1952279186250179,1.1950327214375212
13,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972002759159.5,19505626969.69697,0.005147026919841326,2.649188611357129e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.195266987833729,1.1950327214375212
14,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972079710378.8,19505626969.69697,0.0051514294077189765,2.6537224942711884e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.1942454949609724,1.1942454949609724
15,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972130950036.5,19505626969.69697,0.005141734987496775,2.643743868164846e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.196497170262165,1.1942454949609724
16,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972189077866.0,19505626969.69697,0.0051409140035475484,2.642899679187128e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.1966882462014632,1.1942454949609724
17,c:\dev\monitor-backend\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972244237720.0,19505626969.69697,0.005135584149112919,2.6374224552619868e-05,19505609239.65098,119999900.016792,149999863.65437508,1136.345624923706,0.19273263259026407,1099.983207995452,909.1047869924707,17730.04599141353,0,1.197930203098808,1.1942454949609724
