,simulation_file_name,timestamp,simulation_initial_debt_volume,price,collateral_volume,debt_volume,available_d_l,total_liquidations,open_liquidation,ucr,min_ucr
0,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971231305404.2,19505626969.69697,0.005126725747157747,119450000.0,19115514430.303032,195056269.69696972,390112539.39393944,2099723373.7967918,1.2,1.2
1,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971291772972.5,19505626969.69697,0.005119275315285919,119450000.0,19115514430.303032,0.0,390112539.39393944,2016670277.1218193,1.220651466974266,1.2
2,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971346517635.0,19505626969.69697,0.005126513440506727,119450000.0,19115514430.303032,0.0,390112539.39393944,2036049338.4890609,1.2189280289551416,1.2
3,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971411940287.5,19505626969.69697,0.005115315918120662,119450000.0,19115514430.303032,0.0,390112539.39393944,2006046343.3831,1.2215962852485365,1.2
4,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971474214337.2,19505626969.69697,0.005112734663395139,119450000.0,19115514430.303032,0.0,390112539.39393944,1999111408.5956256,1.2222130297877267,1.2
5,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971527558809.2,19505626969.69697,0.005104043695719001,119450000.0,19115514430.303032,0.0,390112539.39393944,1975710230.1130486,1.2242941667388367,1.2
6,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971590892851.0,19505626969.69697,0.00511759608772584,119450000.0,19115514430.303032,0.0,390112539.39393944,2012166547.6682673,1.2210519971351967,1.2
7,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971650908621.8,19505626969.69697,0.0051358833483576135,119450000.0,19115514430.303032,0.0,390112539.39393944,2061054824.5679626,1.21670421612033,1.2
8,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971704005628.0,19505626969.69697,0.005145394178915742,119450000.0,19115514430.303032,0.0,390112539.39393944,2086343255.0206244,1.2144552401941904,1.2
9,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971769485077.5,19505626969.69697,0.005154892421580467,119450000.0,19115514430.303032,0.0,390112539.39393944,2111505085.7510772,1.2122175231608494,1.2
10,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971829701042.0,19505626969.69697,0.005161955823326119,119450000.0,19115514430.303032,0.0,390112539.39393944,2130156735.49184,1.2105587760381962,1.2
11,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971885991557.2,19505626969.69697,0.005172560532396271,119450000.0,19115514430.303032,0.0,390112539.39393944,2158063926.575984,1.2080769058789589,1.2
12,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971947721422.0,19505626969.69697,0.005170750690754082,119450000.0,19115514430.303032,0.0,390112539.39393944,2153309275.746259,1.208499751230048,1.2
13,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972002759159.5,19505626969.69697,0.0051703885309180185,119450000.0,19115514430.303032,0.0,390112539.39393944,2152357442.786323,1.2085844005884416,1.2
14,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972079710378.8,19505626969.69697,0.0051798745255537985,119450000.0,19115514430.303032,0.0,390112539.39393944,2177244737.351558,1.206371098879238,1.2
15,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972130950036.5,19505626969.69697,0.005159030888631629,119450000.0,19115514430.303032,0.0,390112539.39393944,2122439335.7700694,1.2112451075295536,1.2
16,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972189077866.0,19505626969.69697,0.005157266041547289,119450000.0,19115514430.303032,0.0,390112539.39393944,2117778576.7261705,1.211659602802674,1.2
17,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972244237720.0,19505626969.69697,0.00514582215641569,119450000.0,19115514430.303032,0.0,390112539.39393944,2087479010.2542195,1.2143542340766649,1.2
18,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972314510725.2,19505626969.69697,0.005163999435789173,119450000.0,19115514430.303032,0.0,390112539.39393944,2135543590.7403178,1.210079706853017,1.2
19,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972367328362.8,19505626969.69697,0.005162508342461851,119450000.0,19115514430.303032,0.0,390112539.39393944,2131613567.6065223,1.2104292155911578,1.2
20,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972427878395.0,19505626969.69697,0.005159031264677996,119450000.0,19115514430.303032,0.0,390112539.39393944,2122440328.525658,1.211245019240823,1.2
21,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972495728457.8,19505626969.69697,0.005157269925458188,119450000.0,19115514430.303032,0.0,390112539.39393944,2117788837.192348,1.2116586903086595,1.2
22,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972541161138.2,19505626969.69697,0.005155443465261348,119450000.0,19115514430.303032,0.0,390112539.39393944,2112962012.1885142,1.2120879543254055,1.2
23,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972601741206.2,19505626969.69697,0.0051597250957085535,119450000.0,19115514430.303032,0.0,390112539.39393944,2124271783.4255643,1.2110821424665048,1.2
24,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972667172548.5,19505626969.69697,0.005165489608745687,119450000.0,19115514430.303032,0.0,390112539.39393944,2139468921.268778,1.209730615442335,1.2
25,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972738273484.5,19505626969.69697,0.005165082693297985,119450000.0,19115514430.303032,0.0,390112539.39393944,2138397272.0819638,1.2098259204169526,1.2
26,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972791526108.8,19505626969.69697,0.0051600179411572826,119450000.0,19115514430.303032,0.0,390112539.39393944,2125044638.2749956,1.2110134101679928,1.2
27,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972843000490.0,19505626969.69697,0.005162610772381724,119450000.0,19115514430.303032,0.0,390112539.39393944,2131883611.22327,1.210405199802823,1.2
28,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972924238655.0,19505626969.69697,0.0051570870514354335,119450000.0,19115514430.303032,0.0,390112539.39393944,2117305706.1684837,1.2117016565988719,1.2
29,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583972969339658.5,19505626969.69697,0.005152046958373164,119450000.0,19115514430.303032,0.0,390112539.39393944,2103976891.9972894,1.2128870279982995,1.2
30,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583973027579442.2,19505626969.69697,0.005145826708441496,119450000.0,19115514430.303032,0.0,390112539.39393944,2087491089.2830768,1.2143531598524198,1.2
