,simulation_file_name,timestamp,simulation_initial_debt_volume,price,collateral_volume,debt_volume,available_d_l,total_liquidations,open_liquidation,ucr,min_ucr
0,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971231305404.2,19505626969.69697,0.005126725747157747,114500000.0,15604501575.757578,1950562696.9696972,3901125393.9393945,344216946.5240643,1.2,1.2
1,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971291772972.5,19505626969.69697,0.005116796647827925,114500000.0,15604501575.757578,0.0,3901125393.9393945,0.0,1.434027328159375,1.2
2,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971346517635.0,19505626969.69697,0.005126447357051344,114500000.0,15604501575.757578,0.0,3901125393.9393945,0.0,1.4313277235797106,1.2
3,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971411940287.5,19505626969.69697,0.005111528381853729,114500000.0,15604501575.757578,0.0,3901125393.9393945,0.0,1.435505327852349,1.2
4,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971474214337.2,19505626969.69697,0.0051080898355845734,114500000.0,15604501575.757578,0.0,3901125393.9393945,0.0,1.4364716482672826,1.2
5,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971527558809.2,19505626969.69697,0.005096518962448405,114500000.0,15604501575.757578,0.0,3901125393.9393945,0.0,1.4397329392245555,1.2
6,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971590892851.0,19505626969.69697,0.005114578162384746,114500000.0,15604501575.757578,0.0,3901125393.9393945,0.0,1.4346493479333688,1.2
7,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971650908621.8,19505626969.69697,0.005138975858497996,114500000.0,15604501575.757578,0.0,3901125393.9393945,0.0,1.4278382361897575,1.2
8,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971704005628.0,19505626969.69697,0.0051516724390267415,114500000.0,15604501575.757578,0.0,3901125393.9393945,0.0,1.4243192501978552,1.2
9,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971769485077.5,19505626969.69697,0.005164360022183888,114500000.0,15604501575.757578,0.0,3901125393.9393945,0.0,1.4208200423867066,1.2
