,simulation_file_name,timestamp,simulation_initial_debt_volume,price,collateral_volume,debt_volume,available_d_l,total_liquidations,open_liquidation,ucr,min_ucr
0,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971231305404.2,19505626969.69697,0.005126725747157747,118294573.64341085,16481498757.34085,975281348.4848486,3024128212.35612,0.0,1.2,1.2
1,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971291772972.5,19505626969.69697,0.005116796647827925,118294573.64341085,16481498757.34085,0.0,3024128212.35612,0.0,1.4027166878065502,1.2
2,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971346517635.0,19505626969.69697,0.005126447357051344,118294573.64341085,16481498757.34085,0.0,3024128212.35612,0.0,1.4000760265583196,1.2
3,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971411940287.5,19505626969.69697,0.005111528381853729,118294573.64341085,16481498757.34085,0.0,3024128212.35612,0.0,1.40416241676387,1.2
4,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971474214337.2,19505626969.69697,0.0051080898355845734,118294573.64341085,16481498757.34085,0.0,3024128212.35612,0.0,1.4051076384797876,1.2
5,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971527558809.2,19505626969.69697,0.005096518962448405,118294573.64341085,16481498757.34085,0.0,3024128212.35612,0.0,1.408297722210919,1.2
6,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971590892851.0,19505626969.69697,0.005114578162384746,118294573.64341085,16481498757.34085,0.0,3024128212.35612,0.0,1.4033251263627715,1.2
7,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971650908621.8,19505626969.69697,0.005138975858497996,118294573.64341085,16481498757.34085,0.0,3024128212.35612,0.0,1.39666272884937,1.2
8,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971704005628.0,19505626969.69697,0.0051516724390267415,118294573.64341085,16481498757.34085,0.0,3024128212.35612,0.0,1.3932205766127492,1.2
9,c:\dev\monitor-backend_for_badger\simulations\data_worst_day\data_unified_2020_03_ETHUSDT.csv,1583971769485077.5,19505626969.69697,0.005164360022183888,118294573.64341085,16481498757.34085,0.0,3024128212.35612,0.0,1.3897977707188747,1.2
